date,season,game_type,home_team,home_team_reg_score,home_team_fin_score,away_team,away_team_reg_score,away_team_fin_score,went_to_shoot_out
2016-11-13,20162017,R,Winnipeg Jets,2,3,Los Angeles Kings,2,2,True
2016-11-13,20162017,R,Vancouver Canucks,4,5,Dallas Stars,4,4,False
2016-11-13,20162017,R,Ottawa Senators,1,1,Minnesota Wild,1,2,False
2016-11-13,20162017,R,Colorado Avalanche,0,0,Boston Bruins,2,2,False
2016-11-13,20162017,R,Chicago Blackhawks,3,3,Montréal Canadiens,2,2,False
2016-11-13,20162017,R,Edmonton Oilers,1,1,New York Rangers,3,3,False
2016-11-14,20162017,R,New York Islanders,0,0,Tampa Bay Lightning,4,4,False
2016-11-15,20162017,R,Philadelphia Flyers,2,2,Ottawa Senators,2,3,True
2016-11-15,20162017,R,Carolina Hurricanes,1,1,San Jose Sharks,0,0,False
2016-11-15,20162017,R,Columbus Blue Jackets,1,2,Washington Capitals,1,1,False
2016-11-15,20162017,R,Toronto Maple Leafs,6,6,Nashville Predators,2,2,False
2016-11-15,20162017,R,Montréal Canadiens,3,3,Florida Panthers,3,4,False
2016-11-15,20162017,R,Detroit Red Wings,3,3,Tampa Bay Lightning,4,4,False
2016-11-15,20162017,R,St. Louis Blues,4,4,Buffalo Sabres,1,1,False
2016-11-15,20162017,R,Minnesota Wild,0,0,Calgary Flames,1,1,False
2016-11-15,20162017,R,Winnipeg Jets,4,4,Chicago Blackhawks,0,0,False
2016-11-15,20162017,R,Dallas Stars,1,1,New Jersey Devils,1,2,False
2016-11-15,20162017,R,Colorado Avalanche,4,4,Los Angeles Kings,1,1,False
2016-11-15,20162017,R,Vancouver Canucks,2,2,New York Rangers,7,7,False
2016-11-15,20162017,R,Anaheim Ducks,4,4,Edmonton Oilers,1,1,False
2016-11-16,20162017,R,Washington Capitals,7,7,Pittsburgh Penguins,1,1,False
2016-11-16,20162017,R,Calgary Flames,1,2,Arizona Coyotes,1,1,False
2016-11-17,20162017,R,Buffalo Sabres,1,1,Tampa Bay Lightning,4,4,False
2016-11-17,20162017,R,Philadelphia Flyers,5,5,Winnipeg Jets,2,2,False
2016-11-17,20162017,R,Toronto Maple Leafs,6,6,Florida Panthers,1,1,False
2016-11-17,20162017,R,Ottawa Senators,1,1,Nashville Predators,5,5,False
2016-11-17,20162017,R,St. Louis Blues,3,3,San Jose Sharks,2,2,False
2016-11-17,20162017,R,Minnesota Wild,1,1,Boston Bruins,0,0,False
2016-11-17,20162017,R,Dallas Stars,3,3,Colorado Avalanche,2,2,False
2016-11-17,20162017,R,Vancouver Canucks,2,3,Arizona Coyotes,2,2,False
2016-11-17,20162017,R,Anaheim Ducks,3,3,New Jersey Devils,2,2,False
2016-11-17,20162017,R,Los Angeles Kings,4,4,Edmonton Oilers,2,2,False
2016-11-18,20162017,R,New York Islanders,2,2,Pittsburgh Penguins,2,3,False
2016-11-18,20162017,R,Washington Capitals,1,1,Detroit Red Wings,0,0,False
2016-11-18,20162017,R,Columbus Blue Jackets,4,4,New York Rangers,2,2,False
2016-11-18,20162017,R,Carolina Hurricanes,3,3,Montréal Canadiens,2,2,False
2016-11-18,20162017,R,Calgary Flames,2,2,Chicago Blackhawks,3,3,False
2016-11-19,20162017,R,Philadelphia Flyers,0,0,Tampa Bay Lightning,3,3,False
2016-11-19,20162017,R,Los Angeles Kings,4,4,New Jersey Devils,2,2,False
2016-11-19,20162017,R,Dallas Stars,2,2,Edmonton Oilers,5,5,False
2016-11-19,20162017,R,Boston Bruins,4,4,Winnipeg Jets,1,1,False
2016-11-19,20162017,R,Buffalo Sabres,1,2,Pittsburgh Penguins,1,1,True
2016-11-19,20162017,R,Montréal Canadiens,2,2,Toronto Maple Leafs,1,1,False
2016-11-19,20162017,R,Ottawa Senators,1,1,Florida Panthers,4,4,False
2016-11-19,20162017,R,Arizona Coyotes,2,3,San Jose Sharks,2,2,False
2016-11-19,20162017,R,St. Louis Blues,3,3,Nashville Predators,1,1,False
2016-11-19,20162017,R,Minnesota Wild,2,2,Colorado Avalanche,3,3,False
2016-11-19,20162017,R,Vancouver Canucks,3,3,Chicago Blackhawks,3,4,False
2016-11-20,20162017,R,Washington Capitals,2,2,Columbus Blue Jackets,3,3,False
2016-11-20,20162017,R,Carolina Hurricanes,3,3,Winnipeg Jets,1,1,False
2016-11-20,20162017,R,New York Rangers,2,2,Florida Panthers,2,3,True
2016-11-20,20162017,R,Detroit Red Wings,2,2,Calgary Flames,3,3,False
2016-11-20,20162017,R,Anaheim Ducks,2,2,Los Angeles Kings,3,3,False
2016-11-21,20162017,R,Buffalo Sabres,4,4,Calgary Flames,2,2,False
2016-11-21,20162017,R,Pittsburgh Penguins,2,2,New York Rangers,5,5,False
2016-11-21,20162017,R,Columbus Blue Jackets,2,2,Colorado Avalanche,2,3,False
2016-11-21,20162017,R,Nashville Predators,3,3,Tampa Bay Lightning,1,1,False
2016-11-21,20162017,R,Dallas Stars,2,3,Minnesota Wild,2,2,False
2016-11-21,20162017,R,Edmonton Oilers,5,5,Chicago Blackhawks,0,0,False
2016-11-21,20162017,R,San Jose Sharks,4,4,New Jersey Devils,0,0,False
2016-11-22,20162017,R,Boston Bruins,2,2,St. Louis Blues,4,4,False
2016-11-22,20162017,R,Toronto Maple Leafs,1,1,Carolina Hurricanes,2,2,False
2016-11-22,20162017,R,Montréal Canadiens,3,3,Ottawa Senators,4,4,False
2016-11-22,20162017,R,Florida Panthers,1,1,Philadelphia Flyers,3,3,False
2016-11-22,20162017,R,Anaheim Ducks,2,2,New York Islanders,2,3,True
2016-11-23,20162017,R,Minnesota Wild,3,3,Winnipeg Jets,1,1,False
2016-11-23,20162017,R,Buffalo Sabres,1,1,Detroit Red Wings,1,2,True
2016-11-23,20162017,R,New Jersey Devils,4,5,Toronto Maple Leafs,4,4,True
2016-11-23,20162017,R,New York Rangers,1,1,Pittsburgh Penguins,6,6,False
2016-11-23,20162017,R,Washington Capitals,4,4,St. Louis Blues,3,3,False
2016-11-23,20162017,R,Columbus Blue Jackets,0,0,Calgary Flames,2,2,False
2016-11-23,20162017,R,Tampa Bay Lightning,4,4,Philadelphia Flyers,2,2,False
2016-11-23,20162017,R,Nashville Predators,5,5,Dallas Stars,2,2,False
2016-11-23,20162017,R,San Jose Sharks,2,2,Chicago Blackhawks,1,1,False
2016-11-23,20162017,R,Colorado Avalanche,3,3,Edmonton Oilers,6,6,False
2016-11-23,20162017,R,Arizona Coyotes,1,1,Vancouver Canucks,4,4,False
2016-11-23,20162017,R,Los Angeles Kings,4,4,New York Islanders,2,2,False
2016-11-24,20162017,R,Montréal Canadiens,2,2,Carolina Hurricanes,1,1,False
2016-11-24,20162017,R,Ottawa Senators,3,3,Boston Bruins,1,1,False
2016-11-25,20162017,R,Philadelphia Flyers,2,2,New York Rangers,3,3,False
2016-11-25,20162017,R,Anaheim Ducks,2,2,Chicago Blackhawks,3,3,False
2016-11-25,20162017,R,San Jose Sharks,3,3,New York Islanders,2,2,False
2016-11-25,20162017,R,Minnesota Wild,6,6,Pittsburgh Penguins,2,2,False
2016-11-25,20162017,R,Washington Capitals,3,3,Buffalo Sabres,1,1,False
2016-11-25,20162017,R,Nashville Predators,5,5,Winnipeg Jets,1,1,False
2016-11-25,20162017,R,Boston Bruins,1,1,Calgary Flames,2,2,False
2016-11-25,20162017,R,Tampa Bay Lightning,3,3,Columbus Blue Jackets,5,5,False
2016-11-25,20162017,R,New Jersey Devils,4,4,Detroit Red Wings,4,5,False
2016-11-25,20162017,R,Dallas Stars,2,2,Vancouver Canucks,1,1,False
2016-11-25,20162017,R,Arizona Coyotes,2,3,Edmonton Oilers,2,2,True
2016-11-26,20162017,R,Toronto Maple Leafs,4,4,Washington Capitals,2,2,False
2016-11-26,20162017,R,Ottawa Senators,2,2,Carolina Hurricanes,1,1,False
2016-11-26,20162017,R,Detroit Red Wings,1,1,Montréal Canadiens,1,2,False
2016-11-26,20162017,R,Florida Panthers,1,2,Columbus Blue Jackets,1,1,True
2016-11-26,20162017,R,Pittsburgh Penguins,3,4,New Jersey Devils,3,3,True
2016-11-26,20162017,R,St. Louis Blues,3,4,Minnesota Wild,3,3,True
2016-11-26,20162017,R,Colorado Avalanche,2,2,Vancouver Canucks,2,3,True
2016-11-26,20162017,R,Los Angeles Kings,1,2,Chicago Blackhawks,1,1,False
2016-11-26,20162017,R,San Jose Sharks,2,2,Anaheim Ducks,3,3,False
2016-11-27,20162017,R,Winnipeg Jets,3,3,Nashville Predators,0,0,False
2016-11-27,20162017,R,Boston Bruins,4,4,Tampa Bay Lightning,1,1,False
2016-11-27,20162017,R,Edmonton Oilers,1,1,Arizona Coyotes,2,2,False
2016-11-27,20162017,R,Carolina Hurricanes,3,3,Florida Panthers,2,2,False
2016-11-27,20162017,R,New York Rangers,0,0,Ottawa Senators,2,2,False
2016-11-27,20162017,R,Philadelphia Flyers,5,5,Calgary Flames,3,3,False
2016-11-28,20162017,R,New York Islanders,1,2,Calgary Flames,1,1,False
2016-11-28,20162017,R,St. Louis Blues,3,4,Dallas Stars,3,3,False
2016-11-29,20162017,R,New York Rangers,3,3,Carolina Hurricanes,2,2,False
2016-11-29,20162017,R,Columbus Blue Jackets,5,5,Tampa Bay Lightning,1,1,False
2016-11-29,20162017,R,Philadelphia Flyers,2,3,Boston Bruins,2,2,True
2016-11-29,20162017,R,Ottawa Senators,4,4,Buffalo Sabres,5,5,False
2016-11-29,20162017,R,Detroit Red Wings,3,3,Dallas Stars,1,1,False
2016-11-29,20162017,R,Winnipeg Jets,3,3,New Jersey Devils,2,2,False
2016-11-29,20162017,R,Chicago Blackhawks,1,2,Florida Panthers,1,1,True
2016-11-29,20162017,R,Colorado Avalanche,3,3,Nashville Predators,5,5,False
2016-11-29,20162017,R,Edmonton Oilers,2,2,Toronto Maple Leafs,4,4,False
2016-11-29,20162017,R,Vancouver Canucks,5,5,Minnesota Wild,4,4,False
2016-11-29,20162017,R,Anaheim Ducks,2,2,Montréal Canadiens,1,1,False
2016-11-29,20162017,R,San Jose Sharks,1,2,Arizona Coyotes,1,1,False
2016-11-30,20162017,R,New York Islanders,5,5,Pittsburgh Penguins,3,3,False
2016-11-30,20162017,R,Calgary Flames,3,3,Toronto Maple Leafs,0,0,False
2016-11-30,20162017,R,Los Angeles Kings,1,1,San Jose Sharks,4,4,False
2016-12-01,20162017,R,Boston Bruins,1,2,Carolina Hurricanes,1,1,True
2016-12-01,20162017,R,Buffalo Sabres,4,4,New York Rangers,3,3,False
2016-12-01,20162017,R,Pittsburgh Penguins,6,6,Dallas Stars,2,2,False
2016-12-01,20162017,R,Washington Capitals,0,0,New York Islanders,3,3,False
2016-12-01,20162017,R,Ottawa Senators,2,2,Philadelphia Flyers,2,3,False
2016-12-01,20162017,R,Detroit Red Wings,1,1,Florida Panthers,1,2,False
2016-12-01,20162017,R,St. Louis Blues,5,5,Tampa Bay Lightning,4,4,False
2016-12-01,20162017,R,Winnipeg Jets,3,3,Edmonton Oilers,6,6,False
2016-12-01,20162017,R,Chicago Blackhawks,3,4,New Jersey Devils,3,3,False
2016-12-01,20162017,R,Colorado Avalanche,2,2,Columbus Blue Jackets,3,3,False
2016-12-01,20162017,R,Arizona Coyotes,3,3,Los Angeles Kings,4,4,False
2016-12-01,20162017,R,Vancouver Canucks,1,1,Anaheim Ducks,3,3,False
2016-12-02,20162017,R,Calgary Flames,2,3,Minnesota Wild,2,2,True
2016-12-02,20162017,R,San Jose Sharks,2,2,Montréal Canadiens,1,1,False
2016-12-03,20162017,R,Buffalo Sabres,1,1,Boston Bruins,2,2,False
2016-12-03,20162017,R,New York Rangers,4,4,Carolina Hurricanes,2,2,False
2016-12-03,20162017,R,Philadelphia Flyers,3,3,Chicago Blackhawks,1,1,False
2016-12-03,20162017,R,Nashville Predators,4,4,New Jersey Devils,4,5,False
2016-12-03,20162017,R,Vancouver Canucks,2,3,Toronto Maple Leafs,2,2,True
2016-12-03,20162017,R,St. Louis Blues,2,2,Winnipeg Jets,2,3,False
2016-12-03,20162017,R,Ottawa Senators,2,2,Florida Panthers,0,0,False
2016-12-03,20162017,R,Tampa Bay Lightning,1,2,Washington Capitals,1,1,True
2016-12-03,20162017,R,Pittsburgh Penguins,5,5,Detroit Red Wings,3,3,False
2016-12-03,20162017,R,Arizona Coyotes,2,2,Columbus Blue Jackets,2,3,True
2016-12-03,20162017,R,Colorado Avalanche,0,0,Dallas Stars,3,3,False
2016-12-03,20162017,R,Edmonton Oilers,2,3,Anaheim Ducks,2,2,False
2016-12-04,20162017,R,Los Angeles Kings,4,4,Montréal Canadiens,4,5,True
2016-12-04,20162017,R,Carolina Hurricanes,0,1,Tampa Bay Lightning,0,0,False
2016-12-04,20162017,R,Nashville Predators,2,2,Philadelphia Flyers,4,4,False
2016-12-04,20162017,R,New York Islanders,3,3,Detroit Red Wings,3,4,False
2016-12-04,20162017,R,Chicago Blackhawks,1,1,Winnipeg Jets,2,2,False
2016-12-04,20162017,R,Calgary Flames,8,8,Anaheim Ducks,3,3,False
2016-12-04,20162017,R,Edmonton Oilers,1,1,Minnesota Wild,1,2,False
2016-12-05,20162017,R,Boston Bruins,3,4,Florida Panthers,3,3,False
2016-12-05,20162017,R,Pittsburgh Penguins,8,8,Ottawa Senators,5,5,False
2016-12-05,20162017,R,Washington Capitals,2,3,Buffalo Sabres,2,2,False
2016-12-05,20162017,R,Columbus Blue Jackets,4,4,Arizona Coyotes,1,1,False
2016-12-06,20162017,R,Buffalo Sabres,3,4,Edmonton Oilers,3,3,False
2016-12-06,20162017,R,New Jersey Devils,3,3,Vancouver Canucks,2,2,False
2016-12-06,20162017,R,New York Islanders,4,4,New York Rangers,2,2,False
2016-12-06,20162017,R,Philadelphia Flyers,2,3,Florida Panthers,2,2,False
2016-12-06,20162017,R,St. Louis Blues,2,3,Montréal Canadiens,2,2,False
2016-12-06,20162017,R,Nashville Predators,4,4,Colorado Avalanche,3,3,False
2016-12-06,20162017,R,Winnipeg Jets,3,3,Detroit Red Wings,3,4,True
2016-12-06,20162017,R,Chicago Blackhawks,4,4,Arizona Coyotes,0,0,False
2016-12-06,20162017,R,Dallas Stars,1,1,Calgary Flames,2,2,False
2016-12-07,20162017,R,Toronto Maple Leafs,2,2,Minnesota Wild,3,3,False
2016-12-07,20162017,R,Washington Capitals,3,4,Boston Bruins,3,3,False
2016-12-07,20162017,R,Anaheim Ducks,5,6,Carolina Hurricanes,5,5,True
2016-12-07,20162017,R,San Jose Sharks,2,2,Ottawa Senators,4,4,False
2016-12-08,20162017,R,Boston Bruins,2,2,Colorado Avalanche,4,4,False
2016-12-08,20162017,R,New York Islanders,3,3,St. Louis Blues,2,2,False
2016-12-08,20162017,R,Philadelphia Flyers,6,6,Edmonton Oilers,5,5,False
2016-12-08,20162017,R,Montréal Canadiens,5,5,New Jersey Devils,2,2,False
2016-12-08,20162017,R,Tampa Bay Lightning,1,1,Vancouver Canucks,5,5,False
2016-12-08,20162017,R,Florida Panthers,1,1,Pittsburgh Penguins,5,5,False
2016-12-08,20162017,R,Winnipeg Jets,1,1,New York Rangers,2,2,False
2016-12-08,20162017,R,Dallas Stars,5,5,Nashville Predators,2,2,False
2016-12-08,20162017,R,Arizona Coyotes,1,1,Calgary Flames,1,2,False
2016-12-08,20162017,R,Los Angeles Kings,1,1,Carolina Hurricanes,3,3,False
2016-12-09,20162017,R,Buffalo Sabres,1,1,Washington Capitals,4,4,False
2016-12-09,20162017,R,Detroit Red Wings,1,1,Columbus Blue Jackets,4,4,False
2016-12-09,20162017,R,New Jersey Devils,1,1,St. Louis Blues,4,4,False
2016-12-09,20162017,R,Minnesota Wild,2,3,Edmonton Oilers,2,2,True
2016-12-09,20162017,R,Chicago Blackhawks,0,0,New York Rangers,0,1,False
2016-12-09,20162017,R,Anaheim Ducks,3,3,San Jose Sharks,2,2,False
2016-12-10,20162017,R,Philadelphia Flyers,4,4,Dallas Stars,2,2,False
2016-12-10,20162017,R,Los Angeles Kings,4,4,Ottawa Senators,1,1,False
2016-12-10,20162017,R,Boston Bruins,1,1,Toronto Maple Leafs,4,4,False
2016-12-10,20162017,R,Montréal Canadiens,10,10,Colorado Avalanche,1,1,False
2016-12-10,20162017,R,Tampa Bay Lightning,3,3,Pittsburgh Penguins,4,4,False
2016-12-10,20162017,R,Florida Panthers,4,4,Vancouver Canucks,2,2,False
2016-12-10,20162017,R,Columbus Blue Jackets,6,6,New York Islanders,2,2,False
2016-12-10,20162017,R,Arizona Coyotes,4,4,Nashville Predators,1,1,False
2016-12-10,20162017,R,Calgary Flames,6,6,Winnipeg Jets,2,2,False
2016-12-10,20162017,R,San Jose Sharks,4,4,Carolina Hurricanes,3,3,False
2016-12-11,20162017,R,Anaheim Ducks,5,5,Ottawa Senators,1,1,False
2016-12-11,20162017,R,Detroit Red Wings,0,0,Philadelphia Flyers,0,1,False
2016-12-11,20162017,R,Washington Capitals,3,3,Vancouver Canucks,0,0,False
2016-12-11,20162017,R,Minnesota Wild,3,3,St. Louis Blues,1,1,False
2016-12-11,20162017,R,Chicago Blackhawks,3,3,Dallas Stars,1,1,False
2016-12-11,20162017,R,Toronto Maple Leafs,1,1,Colorado Avalanche,3,3,False
2016-12-11,20162017,R,New York Rangers,5,5,New Jersey Devils,0,0,False
2016-12-11,20162017,R,Edmonton Oilers,3,3,Winnipeg Jets,2,2,False
2016-12-12,20162017,R,Pittsburgh Penguins,7,7,Arizona Coyotes,0,0,False
2016-12-12,20162017,R,Montréal Canadiens,1,1,Boston Bruins,1,2,False
2016-12-13,20162017,R,Buffalo Sabres,6,6,Los Angeles Kings,3,3,False
2016-12-13,20162017,R,New York Islanders,2,2,Washington Capitals,4,4,False
2016-12-13,20162017,R,New York Rangers,1,1,Chicago Blackhawks,2,2,False
2016-12-13,20162017,R,Carolina Hurricanes,8,8,Vancouver Canucks,6,6,False
2016-12-13,20162017,R,Toronto Maple Leafs,2,2,San Jose Sharks,2,3,True
2016-12-13,20162017,R,Detroit Red Wings,1,1,Arizona Coyotes,4,4,False
2016-12-13,20162017,R,Nashville Predators,6,6,St. Louis Blues,3,3,False
2016-12-13,20162017,R,Minnesota Wild,5,5,Florida Panthers,1,1,False
2016-12-13,20162017,R,Dallas Stars,6,6,Anaheim Ducks,2,2,False
2016-12-13,20162017,R,Edmonton Oilers,1,1,Columbus Blue Jackets,3,3,False
2016-12-14,20162017,R,Ottawa Senators,3,3,San Jose Sharks,3,4,True
2016-12-14,20162017,R,Pittsburgh Penguins,3,4,Boston Bruins,3,3,False
2016-12-14,20162017,R,Calgary Flames,3,3,Tampa Bay Lightning,6,6,False
2016-12-14,20162017,R,Colorado Avalanche,3,3,Philadelphia Flyers,4,4,False
2016-12-15,20162017,R,Boston Bruins,3,3,Anaheim Ducks,4,4,False
2016-12-15,20162017,R,New York Islanders,4,4,Chicago Blackhawks,5,5,False
2016-12-15,20162017,R,Toronto Maple Leafs,2,2,Arizona Coyotes,2,3,True
2016-12-15,20162017,R,Detroit Red Wings,1,1,Los Angeles Kings,4,4,False
2016-12-15,20162017,R,St. Louis Blues,5,5,New Jersey Devils,2,2,False
2016-12-15,20162017,R,Nashville Predators,2,2,Minnesota Wild,5,5,False
2016-12-15,20162017,R,Winnipeg Jets,3,4,Florida Panthers,3,3,True
2016-12-15,20162017,R,Dallas Stars,0,0,New York Rangers,2,2,False
2016-12-16,20162017,R,Buffalo Sabres,2,3,New York Islanders,2,2,False
2016-12-16,20162017,R,Pittsburgh Penguins,0,0,Los Angeles Kings,0,1,False
2016-12-16,20162017,R,Montréal Canadiens,2,2,San Jose Sharks,4,4,False
2016-12-16,20162017,R,Carolina Hurricanes,3,3,Washington Capitals,3,4,True
2016-12-16,20162017,R,Colorado Avalanche,1,1,Florida Panthers,3,3,False
2016-12-16,20162017,R,Calgary Flames,1,1,Columbus Blue Jackets,4,4,False
2016-12-16,20162017,R,Vancouver Canucks,4,4,Tampa Bay Lightning,2,2,False
2016-12-17,20162017,R,Dallas Stars,3,3,Philadelphia Flyers,1,1,False
2016-12-17,20162017,R,Minnesota Wild,4,4,Arizona Coyotes,1,1,False
2016-12-17,20162017,R,Toronto Maple Leafs,1,2,Pittsburgh Penguins,1,1,False
2016-12-17,20162017,R,Ottawa Senators,3,3,New Jersey Devils,1,1,False
2016-12-17,20162017,R,Detroit Red Wings,6,6,Anaheim Ducks,4,4,False
2016-12-17,20162017,R,Washington Capitals,1,1,Montréal Canadiens,2,2,False
2016-12-17,20162017,R,Carolina Hurricanes,1,2,Buffalo Sabres,1,1,True
2016-12-17,20162017,R,St. Louis Blues,4,4,Chicago Blackhawks,6,6,False
2016-12-17,20162017,R,Nashville Predators,1,1,New York Rangers,1,2,True
2016-12-17,20162017,R,Edmonton Oilers,2,3,Tampa Bay Lightning,2,2,True
2016-12-18,20162017,R,Boston Bruins,1,1,Los Angeles Kings,0,0,False
2016-12-18,20162017,R,Winnipeg Jets,4,4,Colorado Avalanche,1,1,False
2016-12-18,20162017,R,Vancouver Canucks,3,3,Columbus Blue Jackets,3,4,False
2016-12-18,20162017,R,Chicago Blackhawks,4,4,San Jose Sharks,1,1,False
2016-12-18,20162017,R,New York Islanders,2,2,Ottawa Senators,6,6,False
2016-12-18,20162017,R,New York Rangers,2,3,New Jersey Devils,2,2,True
2016-12-19,20162017,R,Philadelphia Flyers,1,1,Nashville Predators,1,2,True
2016-12-19,20162017,R,Toronto Maple Leafs,2,2,Anaheim Ducks,3,3,False
2016-12-19,20162017,R,St. Louis Blues,2,2,Edmonton Oilers,2,3,False
2016-12-19,20162017,R,Arizona Coyotes,2,2,Calgary Flames,4,4,False
2016-12-20,20162017,R,Boston Bruins,2,2,New York Islanders,4,4,False
2016-12-20,20162017,R,New Jersey Devils,1,1,Nashville Predators,5,5,False
2016-12-20,20162017,R,Pittsburgh Penguins,7,7,New York Rangers,2,2,False
2016-12-20,20162017,R,Columbus Blue Jackets,2,3,Los Angeles Kings,2,2,True
2016-12-20,20162017,R,Montréal Canadiens,5,5,Anaheim Ducks,1,1,False
2016-12-20,20162017,R,Tampa Bay Lightning,4,4,Detroit Red Wings,1,1,False
2016-12-20,20162017,R,Florida Panthers,3,4,Buffalo Sabres,3,3,True
2016-12-20,20162017,R,Minnesota Wild,2,2,Colorado Avalanche,0,0,False
2016-12-20,20162017,R,Chicago Blackhawks,3,3,Ottawa Senators,4,4,False
2016-12-20,20162017,R,Dallas Stars,2,2,St. Louis Blues,2,3,False
2016-12-20,20162017,R,Vancouver Canucks,4,4,Winnipeg Jets,1,1,False
2016-12-20,20162017,R,San Jose Sharks,4,4,Calgary Flames,1,1,False
2016-12-21,20162017,R,Philadelphia Flyers,2,3,Washington Capitals,2,2,True
2016-12-21,20162017,R,Arizona Coyotes,2,2,Edmonton Oilers,3,3,False
2016-12-22,20162017,R,Buffalo Sabres,1,1,Carolina Hurricanes,3,3,False
2016-12-22,20162017,R,New Jersey Devils,4,4,Philadelphia Flyers,0,0,False
2016-12-22,20162017,R,Columbus Blue Jackets,7,7,Pittsburgh Penguins,1,1,False
2016-12-22,20162017,R,Montréal Canadiens,2,2,Minnesota Wild,4,4,False
2016-12-22,20162017,R,Ottawa Senators,1,2,Anaheim Ducks,1,1,False
2016-12-22,20162017,R,Tampa Bay Lightning,5,5,St. Louis Blues,2,2,False
2016-12-22,20162017,R,Florida Panthers,1,1,Boston Bruins,3,3,False
2016-12-22,20162017,R,Nashville Predators,0,0,Los Angeles Kings,4,4,False
2016-12-22,20162017,R,Colorado Avalanche,0,0,Toronto Maple Leafs,6,6,False
2016-12-22,20162017,R,Vancouver Canucks,1,1,Winnipeg Jets,4,4,False
2016-12-23,20162017,R,New York Islanders,5,5,Buffalo Sabres,1,1,False
2016-12-23,20162017,R,New York Rangers,4,4,Minnesota Wild,7,7,False
2016-12-23,20162017,R,Pittsburgh Penguins,4,4,New Jersey Devils,1,1,False
2016-12-23,20162017,R,Washington Capitals,4,4,Tampa Bay Lightning,0,0,False
2016-12-23,20162017,R,Columbus Blue Jackets,2,2,Montréal Canadiens,1,1,False
2016-12-23,20162017,R,Florida Panthers,3,3,Detroit Red Wings,3,4,True
2016-12-23,20162017,R,Carolina Hurricanes,2,3,Boston Bruins,2,2,False
2016-12-23,20162017,R,Chicago Blackhawks,1,1,Colorado Avalanche,1,2,False
2016-12-23,20162017,R,Dallas Stars,2,3,Los Angeles Kings,2,2,False
2016-12-23,20162017,R,Calgary Flames,4,4,Vancouver Canucks,1,1,False
2016-12-23,20162017,R,Arizona Coyotes,1,1,Toronto Maple Leafs,4,4,False
2016-12-23,20162017,R,San Jose Sharks,2,3,Edmonton Oilers,2,2,False
2016-12-27,20162017,R,New Jersey Devils,2,2,Pittsburgh Penguins,5,5,False
2016-12-27,20162017,R,New York Islanders,4,4,Washington Capitals,3,3,False
2016-12-27,20162017,R,New York Rangers,4,4,Ottawa Senators,3,3,False
2016-12-27,20162017,R,Columbus Blue Jackets,4,4,Boston Bruins,3,3,False
2016-12-27,20162017,R,Detroit Red Wings,3,3,Buffalo Sabres,4,4,False
2016-12-27,20162017,R,Nashville Predators,2,2,Minnesota Wild,2,3,False
2016-12-27,20162017,R,Chicago Blackhawks,1,1,Winnipeg Jets,3,3,False
2016-12-27,20162017,R,Colorado Avalanche,3,3,Calgary Flames,6,6,False
2016-12-27,20162017,R,Arizona Coyotes,2,2,Dallas Stars,3,3,False
2016-12-27,20162017,R,Anaheim Ducks,2,2,San Jose Sharks,2,3,False
2016-12-28,20162017,R,Florida Panthers,2,2,Toronto Maple Leafs,2,3,True
2016-12-28,20162017,R,Pittsburgh Penguins,3,3,Carolina Hurricanes,2,2,False
