date,home_team,home_team_score,away_team,away_team_score,game_type,season
2013-11-18,Carolina Hurricanes,1,Boston Bruins,4,R,20132014
2013-11-18,Pittsburgh Penguins,3,Anaheim Ducks,1,R,20132014
2013-11-18,Winnipeg Jets,4,Calgary Flames,5,R,20132014
2013-11-19,Buffalo Sabres,1,St. Louis Blues,4,R,20132014
2013-11-19,Toronto Maple Leafs,5,New York Islanders,2,R,20132014
2013-11-19,Philadelphia Flyers,5,Ottawa Senators,2,R,20132014
2013-11-19,Montréal Canadiens,6,Minnesota Wild,2,R,20132014
2013-11-19,Detroit Red Wings,0,Nashville Predators,2,R,20132014
2013-11-19,New York Rangers,1,Boston Bruins,2,R,20132014
2013-11-19,Colorado Avalanche,5,Chicago Blackhawks,1,R,20132014
2013-11-19,Edmonton Oilers,7,Columbus Blue Jackets,0,R,20132014
2013-11-19,Vancouver Canucks,2,Florida Panthers,3,R,20132014
2013-11-19,Los Angeles Kings,5,Tampa Bay Lightning,2,R,20132014
2013-11-20,Ottawa Senators,3,Minnesota Wild,4,R,20132014
2013-11-20,Washington Capitals,0,Pittsburgh Penguins,4,R,20132014
2013-11-20,Anaheim Ducks,3,New Jersey Devils,4,R,20132014
2013-11-20,Calgary Flames,1,Columbus Blue Jackets,2,R,20132014
2013-11-21,Boston Bruins,2,St. Louis Blues,3,R,20132014
2013-11-21,Toronto Maple Leafs,2,Nashville Predators,4,R,20132014
2013-11-21,Philadelphia Flyers,4,Buffalo Sabres,1,R,20132014
2013-11-21,Detroit Red Wings,4,Carolina Hurricanes,3,R,20132014
2013-11-21,Winnipeg Jets,3,Chicago Blackhawks,6,R,20132014
2013-11-21,Dallas Stars,2,New York Rangers,3,R,20132014
2013-11-21,Phoenix Coyotes,3,Colorado Avalanche,4,R,20132014
2013-11-21,Edmonton Oilers,4,Florida Panthers,1,R,20132014
2013-11-21,Los Angeles Kings,1,New Jersey Devils,2,R,20132014
2013-11-21,San Jose Sharks,5,Tampa Bay Lightning,1,R,20132014
2013-11-22,Pittsburgh Penguins,4,New York Islanders,3,R,20132014
2013-11-22,Washington Capitals,2,Montréal Canadiens,3,R,20132014
2013-11-22,Calgary Flames,4,Florida Panthers,3,R,20132014
2013-11-22,Vancouver Canucks,6,Columbus Blue Jackets,2,R,20132014
2013-11-22,Anaheim Ducks,1,Tampa Bay Lightning,0,R,20132014
2013-11-23,Boston Bruins,3,Carolina Hurricanes,2,R,20132014
2013-11-23,Winnipeg Jets,2,Minnesota Wild,3,R,20132014
2013-11-23,Toronto Maple Leafs,2,Washington Capitals,1,R,20132014
2013-11-23,Montréal Canadiens,3,Pittsburgh Penguins,2,R,20132014
2013-11-23,Detroit Red Wings,2,Ottawa Senators,4,R,20132014
2013-11-23,Philadelphia Flyers,5,New York Islanders,2,R,20132014
2013-11-23,Phoenix Coyotes,2,Anaheim Ducks,4,R,20132014
2013-11-23,St. Louis Blues,6,Dallas Stars,1,R,20132014
2013-11-23,Nashville Predators,0,New York Rangers,2,R,20132014
2013-11-23,Vancouver Canucks,1,Chicago Blackhawks,2,R,20132014
2013-11-23,Los Angeles Kings,0,Colorado Avalanche,1,R,20132014
2013-11-23,San Jose Sharks,2,New Jersey Devils,1,R,20132014
2013-11-24,Buffalo Sabres,1,Detroit Red Wings,3,R,20132014
2013-11-24,Carolina Hurricanes,4,Ottawa Senators,1,R,20132014
2013-11-25,Boston Bruins,4,Pittsburgh Penguins,3,R,20132014
2013-11-25,Toronto Maple Leafs,0,Columbus Blue Jackets,6,R,20132014
2013-11-25,New Jersey Devils,1,Winnipeg Jets,3,R,20132014
2013-11-25,Tampa Bay Lightning,5,New York Rangers,0,R,20132014
2013-11-25,Florida Panthers,3,Philadelphia Flyers,1,R,20132014
2013-11-25,St. Louis Blues,3,Minnesota Wild,0,R,20132014
2013-11-25,Nashville Predators,4,Phoenix Coyotes,2,R,20132014
2013-11-25,Edmonton Oilers,1,Chicago Blackhawks,5,R,20132014
2013-11-25,Vancouver Canucks,2,Los Angeles Kings,3,R,20132014
2013-11-26,Dallas Stars,6,Anaheim Ducks,3,R,20132014
2013-11-27,Buffalo Sabres,1,Montréal Canadiens,3,R,20132014
2013-11-27,New Jersey Devils,3,Carolina Hurricanes,4,R,20132014
2013-11-27,New York Islanders,2,Winnipeg Jets,3,R,20132014
2013-11-27,Washington Capitals,4,Ottawa Senators,6,R,20132014
2013-11-27,Columbus Blue Jackets,0,Nashville Predators,4,R,20132014
2013-11-27,Detroit Red Wings,6,Boston Bruins,1,R,20132014
2013-11-27,Tampa Bay Lightning,4,Philadelphia Flyers,2,R,20132014
2013-11-27,Florida Panthers,2,New York Rangers,5,R,20132014
2013-11-27,Pittsburgh Penguins,6,Toronto Maple Leafs,5,R,20132014
2013-11-27,Minnesota Wild,1,Phoenix Coyotes,3,R,20132014
2013-11-27,Colorado Avalanche,1,St. Louis Blues,4,R,20132014
2013-11-27,Calgary Flames,2,Chicago Blackhawks,3,R,20132014
2013-11-27,San Jose Sharks,3,Los Angeles Kings,2,R,20132014
2013-11-28,Ottawa Senators,2,Vancouver Canucks,5,R,20132014
2013-11-28,Nashville Predators,0,Edmonton Oilers,3,R,20132014
2013-11-29,Philadelphia Flyers,2,Winnipeg Jets,1,R,20132014
2013-11-29,Boston Bruins,3,New York Rangers,2,R,20132014
2013-11-29,Anaheim Ducks,5,Calgary Flames,2,R,20132014
2013-11-29,San Jose Sharks,6,St. Louis Blues,3,R,20132014
2013-11-29,Tampa Bay Lightning,0,Pittsburgh Penguins,3,R,20132014
2013-11-29,New York Islanders,0,Detroit Red Wings,5,R,20132014
2013-11-29,Washington Capitals,3,Montréal Canadiens,2,R,20132014
2013-11-29,Minnesota Wild,1,Colorado Avalanche,3,R,20132014
2013-11-29,Carolina Hurricanes,2,New Jersey Devils,5,R,20132014
2013-11-29,Columbus Blue Jackets,4,Edmonton Oilers,2,R,20132014
2013-11-29,Buffalo Sabres,3,Toronto Maple Leafs,2,R,20132014
2013-11-29,Dallas Stars,1,Chicago Blackhawks,2,R,20132014
2013-11-30,New York Rangers,5,Vancouver Canucks,2,R,20132014
2013-11-30,Boston Bruins,3,Columbus Blue Jackets,1,R,20132014
2013-11-30,Montréal Canadiens,4,Toronto Maple Leafs,2,R,20132014
2013-11-30,Florida Panthers,1,Pittsburgh Penguins,5,R,20132014
2013-11-30,New Jersey Devils,1,Buffalo Sabres,0,R,20132014
2013-11-30,New York Islanders,2,Washington Capitals,3,R,20132014
2013-11-30,Phoenix Coyotes,2,Chicago Blackhawks,5,R,20132014
2013-11-30,Nashville Predators,2,Philadelphia Flyers,3,R,20132014
2013-11-30,Colorado Avalanche,3,Minnesota Wild,2,R,20132014
2013-11-30,Los Angeles Kings,1,Calgary Flames,2,R,20132014
2013-11-30,San Jose Sharks,4,Anaheim Ducks,3,R,20132014
2013-12-01,Carolina Hurricanes,2,Vancouver Canucks,3,R,20132014
2013-12-01,Ottawa Senators,2,Detroit Red Wings,4,R,20132014
2013-12-01,Dallas Stars,2,Edmonton Oilers,3,R,20132014
2013-12-02,New York Rangers,2,Winnipeg Jets,5,R,20132014
2013-12-02,Montréal Canadiens,3,New Jersey Devils,2,R,20132014
2013-12-02,Minnesota Wild,2,Philadelphia Flyers,0,R,20132014
2013-12-02,Los Angeles Kings,3,St. Louis Blues,2,R,20132014
2013-12-03,Toronto Maple Leafs,2,San Jose Sharks,4,R,20132014
2013-12-03,New York Islanders,2,Pittsburgh Penguins,3,R,20132014
2013-12-03,Washington Capitals,1,Carolina Hurricanes,4,R,20132014
2013-12-03,Columbus Blue Jackets,1,Tampa Bay Lightning,0,R,20132014
2013-12-03,Florida Panthers,2,Ottawa Senators,4,R,20132014
2013-12-03,Chicago Blackhawks,3,Dallas Stars,4,R,20132014
2013-12-03,Nashville Predators,1,Vancouver Canucks,3,R,20132014
2013-12-03,Edmonton Oilers,2,Phoenix Coyotes,6,R,20132014
2013-12-03,Anaheim Ducks,2,Los Angeles Kings,3,R,20132014
2013-12-04,New Jersey Devils,3,Montréal Canadiens,4,R,20132014
2013-12-04,Detroit Red Wings,3,Philadelphia Flyers,6,R,20132014
2013-12-04,Calgary Flames,4,Phoenix Coyotes,1,R,20132014
2013-12-05,Buffalo Sabres,1,New York Rangers,3,R,20132014
2013-12-05,Toronto Maple Leafs,3,Dallas Stars,2,R,20132014
2013-12-05,Pittsburgh Penguins,5,San Jose Sharks,1,R,20132014
2013-12-05,Montréal Canadiens,2,Boston Bruins,1,R,20132014
2013-12-05,Tampa Bay Lightning,3,Ottawa Senators,1,R,20132014
2013-12-05,Florida Panthers,5,Winnipeg Jets,2,R,20132014
2013-12-05,St. Louis Blues,5,New York Islanders,1,R,20132014
2013-12-05,Nashville Predators,2,Carolina Hurricanes,5,R,20132014
2013-12-05,Minnesota Wild,4,Chicago Blackhawks,3,R,20132014
2013-12-05,Edmonton Oilers,8,Colorado Avalanche,2,R,20132014
2013-12-06,New Jersey Devils,1,Detroit Red Wings,3,R,20132014
2013-12-06,Carolina Hurricanes,5,San Jose Sharks,3,R,20132014
2013-12-06,Columbus Blue Jackets,4,Minnesota Wild,0,R,20132014
2013-12-06,Chicago Blackhawks,2,Anaheim Ducks,3,R,20132014
2013-12-06,Calgary Flames,2,Colorado Avalanche,3,R,20132014
2013-12-06,Vancouver Canucks,3,Phoenix Coyotes,2,R,20132014
2013-12-07,Dallas Stars,5,Philadelphia Flyers,1,R,20132014
2013-12-07,Boston Bruins,3,Pittsburgh Penguins,2,R,20132014
2013-12-07,Montréal Canadiens,3,Buffalo Sabres,2,R,20132014
2013-12-07,Ottawa Senators,3,Toronto Maple Leafs,4,R,20132014
2013-12-07,Detroit Red Wings,1,Florida Panthers,2,R,20132014
2013-12-07,Tampa Bay Lightning,1,Winnipeg Jets,2,R,20132014
2013-12-07,Washington Capitals,5,Nashville Predators,2,R,20132014
2013-12-07,New York Rangers,3,New Jersey Devils,4,R,20132014
2013-12-07,St. Louis Blues,2,Anaheim Ducks,5,R,20132014
2013-12-07,Edmonton Oilers,1,Calgary Flames,2,R,20132014
2013-12-07,Los Angeles Kings,3,New York Islanders,0,R,20132014
2013-12-08,Minnesota Wild,3,San Jose Sharks,1,R,20132014
2013-12-08,Chicago Blackhawks,6,Florida Panthers,2,R,20132014
2013-12-08,Toronto Maple Leafs,2,Boston Bruins,5,R,20132014
2013-12-08,New York Rangers,1,Washington Capitals,4,R,20132014
2013-12-08,Vancouver Canucks,3,Colorado Avalanche,1,R,20132014
2013-12-09,Ottawa Senators,5,Philadelphia Flyers,4,R,20132014
2013-12-09,Pittsburgh Penguins,2,Columbus Blue Jackets,1,R,20132014
2013-12-09,Vancouver Canucks,2,Carolina Hurricanes,0,R,20132014
2013-12-09,Anaheim Ducks,5,New York Islanders,2,R,20132014
2013-12-10,Buffalo Sabres,2,Ottawa Senators,1,R,20132014
2013-12-10,Washington Capitals,6,Tampa Bay Lightning,5,R,20132014
2013-12-10,Columbus Blue Jackets,5,New Jersey Devils,4,R,20132014
2013-12-10,Montréal Canadiens,0,Los Angeles Kings,6,R,20132014
2013-12-10,Florida Panthers,3,Detroit Red Wings,2,R,20132014
2013-12-10,New York Rangers,1,Nashville Predators,4,R,20132014
2013-12-10,Winnipeg Jets,1,St. Louis Blues,2,R,20132014
2013-12-10,Dallas Stars,2,Chicago Blackhawks,6,R,20132014
2013-12-10,Colorado Avalanche,1,Phoenix Coyotes,3,R,20132014
2013-12-10,Calgary Flames,1,Boston Bruins,2,R,20132014
2013-12-10,Edmonton Oilers,5,Carolina Hurricanes,4,R,20132014
2013-12-10,San Jose Sharks,2,New York Islanders,3,R,20132014
2013-12-11,Toronto Maple Leafs,1,Los Angeles Kings,3,R,20132014
2013-12-11,Chicago Blackhawks,7,Philadelphia Flyers,2,R,20132014
2013-12-11,Anaheim Ducks,2,Minnesota Wild,1,R,20132014
2013-12-12,New York Rangers,2,Columbus Blue Jackets,4,R,20132014
2013-12-12,Philadelphia Flyers,2,Montréal Canadiens,1,R,20132014
2013-12-12,Ottawa Senators,2,Buffalo Sabres,1,R,20132014
2013-12-12,Tampa Bay Lightning,2,Detroit Red Wings,1,R,20132014
2013-12-12,St. Louis Blues,6,Toronto Maple Leafs,3,R,20132014
2013-12-12,Nashville Predators,3,Dallas Stars,1,R,20132014
2013-12-12,Winnipeg Jets,3,Colorado Avalanche,4,R,20132014
2013-12-12,Calgary Flames,2,Carolina Hurricanes,1,R,20132014
2013-12-12,Phoenix Coyotes,6,New York Islanders,3,R,20132014
2013-12-12,Edmonton Oilers,2,Boston Bruins,4,R,20132014
2013-12-12,San Jose Sharks,3,Minnesota Wild,1,R,20132014
2013-12-13,Pittsburgh Penguins,3,New Jersey Devils,2,R,20132014
2013-12-13,Florida Panthers,3,Washington Capitals,2,R,20132014
2013-12-13,Vancouver Canucks,4,Edmonton Oilers,0,R,20132014
2013-12-14,Buffalo Sabres,1,Calgary Flames,2,R,20132014
2013-12-14,Ottawa Senators,2,Los Angeles Kings,5,R,20132014
2013-12-14,Winnipeg Jets,4,Dallas Stars,6,R,20132014
2013-12-14,Toronto Maple Leafs,7,Chicago Blackhawks,3,R,20132014
2013-12-14,Detroit Red Wings,1,Pittsburgh Penguins,4,R,20132014
2013-12-14,New Jersey Devils,3,Tampa Bay Lightning,0,R,20132014
2013-12-14,New York Islanders,0,Montréal Canadiens,1,R,20132014
2013-12-14,Columbus Blue Jackets,3,St. Louis Blues,4,R,20132014
2013-12-14,Phoenix Coyotes,1,Carolina Hurricanes,3,R,20132014
2013-12-14,Nashville Predators,3,San Jose Sharks,2,R,20132014
2013-12-14,Colorado Avalanche,1,Minnesota Wild,2,R,20132014
2013-12-14,Vancouver Canucks,6,Boston Bruins,2,R,20132014
2013-12-15,Washington Capitals,5,Philadelphia Flyers,4,R,20132014
2013-12-15,Detroit Red Wings,0,Tampa Bay Lightning,3,R,20132014
2013-12-15,Montréal Canadiens,1,Florida Panthers,2,R,20132014
2013-12-15,Chicago Blackhawks,3,Los Angeles Kings,1,R,20132014
2013-12-15,New York Rangers,4,Calgary Flames,3,R,20132014
2013-12-15,Anaheim Ducks,3,Edmonton Oilers,2,R,20132014
2013-12-16,Pittsburgh Penguins,3,Toronto Maple Leafs,1,R,20132014
2013-12-16,Columbus Blue Jackets,2,Winnipeg Jets,3,R,20132014
2013-12-16,Ottawa Senators,3,St. Louis Blues,2,R,20132014
2013-12-16,Colorado Avalanche,6,Dallas Stars,2,R,20132014
2013-12-17,Boston Bruins,2,Calgary Flames,0,R,20132014
2013-12-17,Buffalo Sabres,4,Winnipeg Jets,2,R,20132014
2013-12-17,Toronto Maple Leafs,1,Florida Panthers,3,R,20132014
2013-12-17,New York Islanders,2,Tampa Bay Lightning,3,R,20132014
2013-12-17,Montréal Canadiens,3,Phoenix Coyotes,1,R,20132014
2013-12-17,Detroit Red Wings,2,Anaheim Ducks,5,R,20132014
2013-12-17,Philadelphia Flyers,5,Washington Capitals,2,R,20132014
2013-12-17,St. Louis Blues,2,San Jose Sharks,4,R,20132014
2013-12-17,Nashville Predators,1,Chicago Blackhawks,3,R,20132014
2013-12-17,Minnesota Wild,3,Vancouver Canucks,2,R,20132014
2013-12-17,Dallas Stars,3,Colorado Avalanche,2,R,20132014
2013-12-17,Los Angeles Kings,3,Edmonton Oilers,0,R,20132014
2013-12-18,New Jersey Devils,5,Ottawa Senators,2,R,20132014
2013-12-18,New York Rangers,3,Pittsburgh Penguins,4,R,20132014
2013-12-19,Buffalo Sabres,4,Boston Bruins,2,R,20132014
2013-12-19,Toronto Maple Leafs,2,Phoenix Coyotes,1,R,20132014
2013-12-19,Philadelphia Flyers,5,Columbus Blue Jackets,4,R,20132014
2013-12-19,Pittsburgh Penguins,5,Minnesota Wild,2,R,20132014
2013-12-19,Ottawa Senators,2,Florida Panthers,4,R,20132014
2013-12-19,Detroit Red Wings,3,Calgary Flames,2,R,20132014
2013-12-19,Tampa Bay Lightning,4,Nashville Predators,2,R,20132014
2013-12-19,St. Louis Blues,5,Montréal Canadiens,1,R,20132014
2013-12-19,Dallas Stars,4,Vancouver Canucks,1,R,20132014
2013-12-19,Colorado Avalanche,4,Edmonton Oilers,2,R,20132014
2013-12-19,Los Angeles Kings,4,San Jose Sharks,1,R,20132014
2013-12-20,New Jersey Devils,2,Anaheim Ducks,3,R,20132014
2013-12-20,New York Rangers,3,New York Islanders,5,R,20132014
2013-12-20,Carolina Hurricanes,2,Washington Capitals,4,R,20132014
2013-12-20,Chicago Blackhawks,2,Vancouver Canucks,3,R,20132014
2013-12-20,Winnipeg Jets,5,Florida Panthers,2,R,20132014
2013-12-21,Pittsburgh Penguins,4,Calgary Flames,3,R,20132014
2013-12-21,Ottawa Senators,3,Phoenix Coyotes,4,R,20132014
2013-12-21,Los Angeles Kings,3,Colorado Avalanche,2,R,20132014
2013-12-21,Nashville Predators,3,Montréal Canadiens,4,R,20132014
2013-12-21,Boston Bruins,4,Buffalo Sabres,1,R,20132014
2013-12-21,Toronto Maple Leafs,4,Detroit Red Wings,5,R,20132014
2013-12-21,Tampa Bay Lightning,3,Carolina Hurricanes,2,R,20132014
2013-12-21,New York Islanders,3,Anaheim Ducks,5,R,20132014
2013-12-21,Washington Capitals,4,New Jersey Devils,5,R,20132014
2013-12-21,Columbus Blue Jackets,6,Philadelphia Flyers,3,R,20132014
2013-12-21,Edmonton Oilers,0,St. Louis Blues,6,R,20132014
2013-12-21,San Jose Sharks,3,Dallas Stars,2,R,20132014
2013-12-22,New York Rangers,4,Minnesota Wild,1,R,20132014
2013-12-22,Vancouver Canucks,2,Winnipeg Jets,1,R,20132014
2013-12-23,Buffalo Sabres,2,Phoenix Coyotes,1,R,20132014
2013-12-23,New York Rangers,2,Toronto Maple Leafs,1,R,20132014
2013-12-23,Washington Capitals,2,Anaheim Ducks,3,R,20132014
2013-12-23,Carolina Hurricanes,3,Columbus Blue Jackets,4,R,20132014
2013-12-23,Ottawa Senators,5,Pittsburgh Penguins,0,R,20132014
2013-12-23,Detroit Red Wings,0,New York Islanders,3,R,20132014
2013-12-23,Florida Panthers,1,Tampa Bay Lightning,6,R,20132014
2013-12-23,Philadelphia Flyers,4,Minnesota Wild,1,R,20132014
2013-12-23,Calgary Flames,4,St. Louis Blues,3,R,20132014
2013-12-23,Chicago Blackhawks,5,New Jersey Devils,2,R,20132014
2013-12-23,Nashville Predators,2,Boston Bruins,6,R,20132014
2013-12-23,Edmonton Oilers,6,Winnipeg Jets,2,R,20132014
2013-12-23,Los Angeles Kings,2,Dallas Stars,5,R,20132014
2013-12-23,San Jose Sharks,5,Colorado Avalanche,4,R,20132014
2013-12-27,Boston Bruins,5,Ottawa Senators,0,R,20132014
2013-12-27,New Jersey Devils,1,Columbus Blue Jackets,2,R,20132014
2013-12-27,Washington Capitals,3,New York Rangers,2,R,20132014
2013-12-27,Carolina Hurricanes,3,Pittsburgh Penguins,4,R,20132014
2013-12-27,Toronto Maple Leafs,4,Buffalo Sabres,3,R,20132014
2013-12-27,Chicago Blackhawks,7,Colorado Avalanche,2,R,20132014
2013-12-27,Winnipeg Jets,6,Minnesota Wild,4,R,20132014
2013-12-27,Dallas Stars,4,Nashville Predators,1,R,20132014
2013-12-27,Calgary Flames,0,Edmonton Oilers,2,R,20132014
2013-12-27,Phoenix Coyotes,3,San Jose Sharks,4,R,20132014
2013-12-28,Ottawa Senators,4,Boston Bruins,3,R,20132014
2013-12-28,Tampa Bay Lightning,1,Montréal Canadiens,2,R,20132014
2013-12-28,Florida Panthers,3,Detroit Red Wings,4,R,20132014
2013-12-28,New York Islanders,1,New Jersey Devils,2,R,20132014
2013-12-28,Anaheim Ducks,3,Phoenix Coyotes,2,R,20132014
2013-12-28,St. Louis Blues,6,Chicago Blackhawks,5,R,20132014
2013-12-28,Nashville Predators,3,Los Angeles Kings,2,R,20132014
2013-12-28,Edmonton Oilers,3,Philadelphia Flyers,4,R,20132014
2013-12-29,Buffalo Sabres,2,Washington Capitals,1,R,20132014
2013-12-29,Florida Panthers,4,Montréal Canadiens,1,R,20132014
2013-12-29,Dallas Stars,2,St. Louis Blues,3,R,20132014
2013-12-29,Columbus Blue Jackets,3,Pittsburgh Penguins,5,R,20132014
2013-12-29,Toronto Maple Leafs,5,Carolina Hurricanes,2,R,20132014
2013-12-29,Tampa Bay Lightning,3,New York Rangers,4,R,20132014
2013-12-29,Calgary Flames,0,Vancouver Canucks,2,R,20132014
2013-12-29,Colorado Avalanche,1,Winnipeg Jets,2,R,20132014
2013-12-29,Minnesota Wild,4,New York Islanders,5,R,20132014
2013-12-29,San Jose Sharks,3,Anaheim Ducks,1,R,20132014
2013-12-30,Ottawa Senators,3,Washington Capitals,1,R,20132014
2013-12-30,Chicago Blackhawks,1,Los Angeles Kings,0,R,20132014
2013-12-30,Nashville Predators,6,Detroit Red Wings,4,R,20132014
2013-12-30,Vancouver Canucks,3,Philadelphia Flyers,4,R,20132014
2013-12-31,New Jersey Devils,2,Pittsburgh Penguins,1,R,20132014
2013-12-31,Florida Panthers,1,New York Rangers,2,R,20132014
2013-12-31,Minnesota Wild,1,St. Louis Blues,2,R,20132014
2013-12-31,Winnipeg Jets,3,Buffalo Sabres,0,R,20132014
2013-12-31,Boston Bruins,3,New York Islanders,5,R,20132014
2013-12-31,Carolina Hurricanes,5,Montréal Canadiens,4,R,20132014
2013-12-31,Anaheim Ducks,6,San Jose Sharks,3,R,20132014
2013-12-31,Colorado Avalanche,5,Columbus Blue Jackets,3,R,20132014
2013-12-31,Dallas Stars,3,Los Angeles Kings,2,R,20132014
2013-12-31,Calgary Flames,1,Philadelphia Flyers,4,R,20132014
2013-12-31,Phoenix Coyotes,4,Edmonton Oilers,3,R,20132014
2014-01-01,Detroit Red Wings,2,Toronto Maple Leafs,3,R,20132014
2014-01-01,Vancouver Canucks,2,Tampa Bay Lightning,4,R,20132014
2014-01-02,Boston Bruins,3,Nashville Predators,2,R,20132014
2014-01-02,New York Islanders,3,Chicago Blackhawks,2,R,20132014
2014-01-02,Washington Capitals,3,Carolina Hurricanes,4,R,20132014
2014-01-02,Ottawa Senators,4,Winnipeg Jets,3,R,20132014
2014-01-02,St. Louis Blues,5,Los Angeles Kings,0,R,20132014
2014-01-02,Minnesota Wild,4,Buffalo Sabres,1,R,20132014
2014-01-02,Dallas Stars,4,Montréal Canadiens,6,R,20132014
2014-01-02,Colorado Avalanche,2,Philadelphia Flyers,1,R,20132014
2014-01-02,Phoenix Coyotes,0,Columbus Blue Jackets,2,R,20132014
2014-01-02,San Jose Sharks,5,Edmonton Oilers,1,R,20132014
2014-01-03,New Jersey Devils,3,Chicago Blackhawks,5,R,20132014
2014-01-03,Pittsburgh Penguins,5,New York Rangers,2,R,20132014
2014-01-03,Calgary Flames,0,Tampa Bay Lightning,2,R,20132014
2014-01-03,Anaheim Ducks,5,Edmonton Oilers,2,R,20132014
2014-01-04,Boston Bruins,4,Winnipeg Jets,1,R,20132014
2014-01-04,Colorado Avalanche,4,San Jose Sharks,3,R,20132014
2014-01-04,Buffalo Sabres,2,New Jersey Devils,1,R,20132014
2014-01-04,Toronto Maple Leafs,1,New York Rangers,7,R,20132014
2014-01-04,Montréal Canadiens,3,Ottawa Senators,4,R,20132014
2014-01-04,Florida Panthers,5,Nashville Predators,4,R,20132014
2014-01-04,New York Islanders,2,Carolina Hurricanes,3,R,20132014
2014-01-04,Phoenix Coyotes,3,Philadelphia Flyers,5,R,20132014
2014-01-04,St. Louis Blues,6,Columbus Blue Jackets,2,R,20132014
2014-01-04,Dallas Stars,1,Detroit Red Wings,5,R,20132014
2014-01-04,Minnesota Wild,5,Washington Capitals,3,R,20132014
2014-01-04,Los Angeles Kings,3,Vancouver Canucks,1,R,20132014
2014-01-05,Pittsburgh Penguins,6,Winnipeg Jets,5,R,20132014
2014-01-05,Carolina Hurricanes,2,Nashville Predators,1,R,20132014
2014-01-05,Anaheim Ducks,4,Vancouver Canucks,3,R,20132014
2014-01-05,Edmonton Oilers,5,Tampa Bay Lightning,3,R,20132014
2014-01-05,Chicago Blackhawks,2,San Jose Sharks,3,R,20132014
2014-01-06,New York Islanders,7,Dallas Stars,3,R,20132014
2014-01-06,New York Rangers,3,Columbus Blue Jackets,4,R,20132014
2014-01-06,Montréal Canadiens,2,Florida Panthers,1,R,20132014
2014-01-06,Colorado Avalanche,3,Calgary Flames,4,R,20132014
2014-01-07,Toronto Maple Leafs,3,New York Islanders,5,R,20132014
2014-01-07,New Jersey Devils,2,Philadelphia Flyers,3,R,20132014
2014-01-07,Nashville Predators,3,San Jose Sharks,2,R,20132014
2014-01-07,Winnipeg Jets,2,Tampa Bay Lightning,4,R,20132014
2014-01-07,Phoenix Coyotes,6,Calgary Flames,0,R,20132014
2014-01-07,Edmonton Oilers,2,St. Louis Blues,5,R,20132014
2014-01-07,Vancouver Canucks,4,Pittsburgh Penguins,5,R,20132014
2014-01-07,Anaheim Ducks,5,Boston Bruins,2,R,20132014
2014-01-07,Los Angeles Kings,1,Minnesota Wild,2,R,20132014
2014-01-08,Philadelphia Flyers,3,Montréal Canadiens,1,R,20132014
2014-01-08,Chicago Blackhawks,2,New York Rangers,3,R,20132014
2014-01-08,Colorado Avalanche,4,Ottawa Senators,3,R,20132014
2014-01-09,Buffalo Sabres,1,Florida Panthers,2,R,20132014
2014-01-09,New Jersey Devils,1,Dallas Stars,0,R,20132014
2014-01-09,Carolina Hurricanes,6,Toronto Maple Leafs,1,R,20132014
